timestep benthamHalfLookaheadBinary_pop benthamHalfLookaheadBinary_mttl benthamHalfLookaheadBinary_strv benthamHalfLookaheadBinary_comd benthamHalfLookaheadBinary_welt benthamHalfLookaheadBinary_maad egoisticHalfLookaheadBinary_pop egoisticHalfLookaheadBinary_mttl egoisticHalfLookaheadBinary_strv egoisticHalfLookaheadBinary_comd egoisticHalfLookaheadBinary_welt egoisticHalfLookaheadBinary_maad rawSugarscape_pop rawSugarscape_mttl rawSugarscape_strv rawSugarscape_comd rawSugarscape_welt rawSugarscape_maad
262 676.37 21.206300000000006 0.65 9.35 94604.6253 41.70510000000001 130.93 7.655100000000001 0.21 0.12 21806.090700000004 14.1283 95.82 6.624700000000002 0.01 0.08 16472.462000000003 11.2767
263 677.92 21.21149999999999 0.67 8.87 94752.05319999997 42.7061 132.35 7.599599999999999 0.08 0.12 22039.543800000003 14.355399999999996 97.19 6.584899999999999 0.08 0.06 16720.669200000004 15.111600000000003
264 679.92 21.16849999999999 0.64 9.34 94843.03480000002 42.421400000000006 133.22 7.600899999999999 0.14 0.16 22195.148100000002 16.637900000000002 98.99 6.5192 0.08 0.09 17025.063700000002 12.802299999999997
265 680.62 21.1804 0.58 9.39 94807.6808 42.69080000000001 134.59 7.526199999999999 0.12 0.11 22397.9862 16.574500000000004 100.45 6.497500000000002 0.08 0.08 17249.758400000002 15.354599999999998
266 681.73 21.1856 0.72 8.99 94900.43349999996 41.963100000000004 135.94 7.549400000000002 0.17 0.09 22622.8632 14.3661 101.77 6.5219999999999985 0.06 0.09 17439.988799999996 15.2422
267 681.73 21.214299999999998 0.7 9.29 94871.59320000002 43.3683 137.09 7.5065 0.13 0.12 22810.564899999998 15.660699999999997 103.61 6.433000000000001 0.06 0.06 17728.139199999994 15.3826
268 682.2 21.228799999999996 0.7 9.17 94842.91260000001 43.00200000000001 138.23 7.445400000000002 0.2 0.19 23008.324699999997 14.722299999999997 105.25 6.3146 0.03 0.06 18011.4878 14.1425
269 683.54 21.216699999999996 0.7 9.24 94976.24520000005 41.7809 139.51 7.4201 0.1 0.12 23231.646099999994 15.818200000000001 106.71 6.3452 0.02 0.05 18266.568000000003 16.322300000000002
270 684.21 21.2383 0.63 9.21 94993.47689999998 43.05780000000001 140.61 7.423699999999999 0.12 0.14 23430.089900000003 15.6339 107.91 6.321499999999998 0.04 0.06 18494.974000000002 13.0754
271 685.17 21.24319999999999 0.66 9.08 95122.5909 42.6452 141.5 7.358600000000001 0.15 0.12 23585.9226 14.561299999999996 109.17 6.2761000000000005 0.05 0.06 18715.681900000003 12.294199999999998
272 685.68 21.235399999999995 0.76 9.47 95127.90260000002 42.389300000000006 142.5 7.2836 0.15 0.06 23758.346800000003 15.907500000000004 110.65 6.240200000000001 0.04 0.06 18998.664500000003 13.6701
273 686.12 21.22460000000001 0.69 9.37 95111.30899999998 43.166000000000004 143.23 7.2536000000000005 0.15 0.1 23904.6391 15.827399999999997 112.03 6.224500000000002 0.11 0.07 19240.907000000003 15.2338
274 687.86 21.196199999999997 0.84 8.94 95273.53659999998 43.0251 143.72 7.257900000000002 0.21 0.03 24010.259 15.2024 113.33 6.172 0.03 0.06 19497.868100000003 15.9298
275 689.17 21.199999999999985 0.75 8.84 95418.44110000005 44.33420000000001 144.55 7.267399999999998 0.13 0.14 24181.0891 15.730600000000004 114.74 6.132799999999999 0.09 0.06 19754.5158 14.4923
276 690.27 21.20979999999999 0.72 9.26 95498.86219999999 43.82020000000001 145.16 7.2490000000000006 0.16 0.12 24238.2502 18.2782 116.04 6.1141000000000005 0.12 0.05 19999.484800000006 13.4437
277 690.22 21.208 0.69 9.87 95464.0343 41.88039999999999 146.12 7.306 0.13 0.12 24404.534399999993 16.3678 117.21 6.074600000000001 0.13 0.08 20202.648699999998 12.4749
278 691.12 21.191999999999997 0.69 9.61 95542.14450000002 42.37249999999999 146.99 7.2398 0.18 0.13 24578.6128 14.798900000000001 118.46 6.013400000000001 0.11 0.07 20444.273800000006 16.0579
279 691.5 21.212899999999994 0.75 9.61 95560.6167 41.94489999999999 148.09 7.2183 0.14 0.16 24742.836700000003 15.5041 119.9 5.9704 0.07 0.08 20703.718999999997 16.0594
280 691.48 21.233399999999996 0.75 9.68 95499.80760000001 42.64760000000001 149.23 7.276200000000001 0.18 0.08 24946.427200000002 18.766199999999998 121.0 5.990399999999999 0.09 0.05 20880.162400000005 16.009699999999995
281 692.24 21.240500000000008 0.85 9.6 95530.55450000007 42.3169 150.33 7.249899999999999 0.2 0.15 25119.947500000006 16.5614 122.63 5.9578 0.1 0.07 21185.971000000005 12.3737
282 693.46 21.220499999999998 0.74 9.8 95574.2579 41.02969999999999 151.2 7.199300000000001 0.18 0.1 25303.2196 14.648200000000005 123.45 5.925099999999999 0.08 0.07 21400.0999 13.281100000000002
283 694.82 21.212999999999983 0.96 9.19 95735.5031 42.545399999999994 151.92 7.147899999999998 0.21 0.12 25409.617000000002 18.3508 124.84 5.853400000000001 0.08 0.1 21649.278200000004 14.7018
284 695.97 21.195399999999992 0.8 9.33 95812.43980000002 42.4487 152.59 7.105 0.19 0.13 25491.437400000006 18.383 125.93 5.861500000000002 0.16 0.09 21819.888100000004 15.504499999999998
285 696.63 21.234699999999993 0.78 9.1 95860.5974 44.24580000000001 153.42 7.057000000000001 0.14 0.07 25629.895199999995 14.8517 127.0 5.8174 0.13 0.1 22043.238900000008 14.3992
286 697.61 21.236700000000006 0.7 9.63 95888.73280000001 42.7721 154.18 7.025899999999999 0.15 0.04 25736.708500000004 18.251199999999997 127.99 5.8652 0.14 0.05 22228.0303 17.9369
287 699.31 21.245499999999993 0.61 8.75 96135.88549999999 44.22610000000002 154.74 7.046799999999998 0.18 0.14 25835.6596 18.3613 128.91 5.8012 0.18 0.05 22437.646500000003 14.586099999999998
288 700.93 21.218900000000005 0.51 9.34 96433.558 41.60709999999999 155.22 7.0466000000000015 0.26 0.09 25874.8345 18.347400000000004 130.02 5.7966 0.15 0.08 22636.0323 16.1266
289 701.49 21.2421 0.73 9.39 96489.48270000004 42.31230000000001 156.12 7.073900000000001 0.22 0.12 25968.246000000006 19.3771 131.05 5.779000000000001 0.11 0.06 22826.054000000004 15.6252
290 702.12 21.2557 0.65 9.45 96500.58330000001 42.959700000000005 157.06 7.0543000000000005 0.13 0.08 26079.713900000002 17.8383 132.22 5.718 0.15 0.08 23047.2652 14.949199999999998
291 702.85 21.2588 0.69 9.68 96467.413 42.704799999999985 158.09 6.999799999999998 0.14 0.1 26218.445699999997 14.7695 133.03 5.7001 0.18 0.07 23202.462900000006 15.3526
292 703.42 21.26959999999999 0.82 9.54 96447.9508 43.361299999999986 159.04 6.945899999999999 0.15 0.05 26375.246400000007 16.5725 133.93 5.665600000000001 0.1 0.07 23372.453199999993 14.512
293 704.46 21.280899999999995 0.75 9.21 96557.18660000002 43.49689999999999 159.81 6.9193999999999996 0.22 0.07 26488.8845 17.4139 134.92 5.671500000000001 0.13 0.04 23541.8133 16.288799999999995
294 704.98 21.303900000000002 0.93 9.58 96603.8045 43.5397 160.8 6.9286 0.2 0.11 26643.952500000003 16.010599999999997 136.0 5.6745 0.11 0.09 23701.983900000003 16.5777
295 705.95 21.3001 0.65 9.56 96613.05759999999 43.71500000000001 161.92 6.927399999999998 0.18 0.03 26821.823399999994 18.512199999999996 136.73 5.699799999999999 0.15 0.05 23830.730199999995 17.0779
296 706.18 21.332700000000003 0.82 9.56 96526.33649999999 43.181000000000004 162.34 6.8858 0.15 0.06 26842.021199999996 16.003899999999998 137.7 5.681399999999999 0.1 0.05 24002.586799999997 14.9423
297 707.58 21.326800000000006 0.59 9.38 96658.32840000001 43.01820000000001 163.11 6.8734 0.22 0.08 26947.8424 18.488999999999997 138.75 5.648300000000001 0.12 0.12 24194.938600000005 15.402599999999998
298 708.18 21.322699999999987 0.88 9.67 96619.65079999996 42.58330000000001 163.76 6.9613 0.16 0.05 27011.4026 18.206500000000002 139.59 5.6145000000000005 0.18 0.05 24341.0277 15.445400000000001
299 709.0 21.3069 0.71 9.65 96787.68070000004 42.096000000000025 164.47 7.0219999999999985 0.16 0.06 27077.274599999993 19.0327 140.19 5.7227 0.16 0.11 24460.41080000001 17.643700000000003
300 709.58 21.307799999999997 0.88 9.72 96858.45419999996 41.69089999999999 165.81 6.9524 0.15 0.12 27240.391799999998 16.2091 141.03 5.6949000000000005 0.14 0.04 24641.14080000001 17.6723
301 710.75 21.3062 0.73 9.61 97020.69380000002 42.35370000000001 166.97 7.000499999999999 0.17 0.08 27428.934200000007 18.477500000000003 141.69 5.714499999999999 0.06 0.11 24777.421400000003 18.4251
302 711.6 21.2955 0.79 9.77 97022.96119999999 42.41179999999999 167.82 6.9312000000000005 0.15 0.07 27582.850000000006 18.4187 142.15 5.712 0.05 0.04 24845.611899999996 17.679700000000004
303 712.71 21.28989999999999 0.78 9.63 97050.8485 43.52710000000001 168.41 6.9331 0.13 0.11 27677.635200000004 19.356399999999997 142.7 5.723 0.12 0.05 24929.731100000005 17.320400000000003
304 714.88 21.25210000000001 0.67 9.55 97371.40260000002 41.6771 169.15 6.8799 0.17 0.11 27747.015499999998 18.469400000000004 143.34 5.6512 0.11 0.07 25041.919100000003 16.4482
305 715.89 21.251399999999993 0.72 9.28 97521.92789999997 43.49850000000001 169.93 6.776300000000001 0.22 0.08 27877.457000000006 15.808499999999999 144.24 5.620100000000001 0.06 0.08 25161.519800000005 17.239099999999997
306 716.2 21.261 0.65 9.95 97497.92820000004 43.231100000000005 170.38 6.739900000000001 0.24 0.11 27875.400100000006 17.9106 144.98 5.589699999999998 0.19 0.08 25275.69840000001 17.0499
307 716.74 21.25069999999999 0.7 10.09 97551.4399 41.801799999999986 171.18 6.6979999999999995 0.15 0.09 27956.635799999996 18.1472 145.57 5.6785000000000005 0.16 0.05 25370.070699999997 16.1581
308 717.63 21.2429 0.82 9.94 97592.76959999999 41.619800000000005 171.89 6.6766000000000005 0.2 0.12 28031.138300000002 18.425400000000003 146.18 5.646599999999999 0.1 0.09 25476.693399999993 17.4296
309 718.8 21.2357 0.7 9.66 97759.99799999996 42.258700000000005 172.73 6.6551 0.19 0.07 28129.513800000004 20.740699999999997 146.6 5.631100000000001 0.08 0.09 25518.439400000003 16.5586
310 719.4 21.231900000000007 0.73 10.21 97720.50830000004 41.76959999999999 173.58 6.627200000000001 0.17 0.12 28292.9571 18.6133 146.75 5.6325 0.11 0.09 25586.134499999996 15.482499999999998
311 721.06 21.21140000000001 0.59 9.66 97903.0686 42.605999999999995 174.58 6.6556 0.1 0.06 28358.444700000004 18.925500000000003 147.06 5.6328 0.16 0.07 25615.6544 17.4897
312 721.35 21.223899999999993 0.66 9.98 97942.2661 42.596199999999996 175.37 6.588700000000001 0.2 0.08 28457.747900000006 18.698300000000003 147.57 5.580299999999999 0.14 0.1 25713.6988 15.942800000000002
313 721.23 21.238200000000003 0.65 10.49 97853.8712 43.0709 176.03 6.566499999999999 0.2 0.17 28531.721300000005 16.8847 147.97 5.597799999999999 0.12 0.08 25798.753099999994 16.264300000000002
314 721.78 21.247500000000006 0.67 10.27 97886.64489999998 42.519900000000014 176.95 6.6288 0.21 0.07 28584.596999999994 20.4981 148.63 5.5585 0.15 0.04 25908.241400000003 15.848400000000002
315 722.78 21.25179999999999 0.67 9.83 98062.68950000005 42.42049999999998 177.8 6.6088 0.23 0.09 28714.744099999996 19.357699999999994 148.97 5.559299999999999 0.16 0.06 25970.569700000004 20.2456
316 723.05 21.245700000000003 0.84 9.83 98099.08560000002 43.21370000000001 178.71 6.562700000000001 0.16 0.08 28872.2753 18.206 149.01 5.5428 0.15 0.06 25985.4355 16.072400000000002
317 723.38 21.26780000000001 0.66 10.1 98088.81089999998 42.76750000000002 179.35 6.5245 0.16 0.1 28921.645900000003 17.930100000000003 149.52 5.5242 0.09 0.05 26058.459000000003 18.6614
318 724.45 21.26419999999999 0.64 9.97 98165.76849999998 43.38479999999998 179.94 6.497000000000002 0.23 0.1 28965.913999999993 18.6143 150.0 5.451899999999998 0.2 0.03 26121.630600000004 16.1215
319 725.32 21.248 0.58 10.11 98254.97750000005 42.95059999999999 180.62 6.437500000000001 0.21 0.04 29065.638899999998 16.144299999999998 149.99 5.4387 0.15 0.07 26144.540800000002 15.847300000000002
320 725.68 21.233199999999993 0.75 10.15 98302.09850000005 40.8448 181.46 6.4403 0.22 0.06 29145.267300000003 18.891299999999998 150.57 5.3691 0.13 0.14 26210.221900000004 15.934399999999998
321 726.99 21.199099999999998 0.8 9.42 98468.09130000003 42.374799999999986 182.18 6.478300000000001 0.21 0.08 29234.221299999997 20.406299999999998 150.84 5.373700000000001 0.17 0.05 26247.4938 16.8258
322 728.38 21.176600000000008 0.67 9.77 98600.60119999999 42.79380000000001 182.64 6.4856000000000025 0.24 0.06 29375.5757 19.622600000000002 150.84 5.387299999999999 0.15 0.06 26202.5228 18.073700000000002
323 728.08 21.202299999999994 0.73 10.26 98475.01739999998 43.26790000000001 183.22 6.5025999999999975 0.2 0.02 29441.2696 18.833299999999998 151.2 5.353000000000001 0.13 0.02 26260.4041 17.751799999999996
324 729.09 21.20939999999999 0.81 9.84 98517.19510000004 43.15639999999997 183.83 6.461799999999999 0.2 0.03 29542.326400000005 17.3285 151.56 5.3389 0.12 0.09 26325.2718 17.043599999999998
325 729.82 21.200300000000002 0.7 10.2 98535.98559999997 42.262999999999984 184.53 6.447100000000001 0.27 0.04 29579.90400000001 19.710300000000004 151.93 5.2966 0.13 0.03 26393.087799999998 16.373699999999996
326 730.04 21.205099999999998 0.72 10.25 98506.43879999999 43.633999999999986 185.07 6.486700000000001 0.21 0.01 29607.9975 19.614700000000003 152.25 5.2611 0.24 0.02 26406.4483 16.5284
327 731.32 21.186299999999996 0.72 9.25 98719.15090000002 43.042300000000004 186.22 6.444 0.27 0.03 29770.488999999998 15.416899999999998 152.44 5.2524000000000015 0.16 0.02 26446.828099999995 17.8178
328 732.14 21.198999999999987 0.64 9.82 98727.80030000005 44.2263 186.78 6.423300000000001 0.17 0.01 29850.741600000005 19.495199999999997 152.34 5.2321 0.13 0.07 26406.2366 17.121699999999997
329 731.96 21.2166 0.91 10.33 98725.31389999996 42.77759999999999 187.42 6.405099999999999 0.16 0.02 29912.388300000002 19.605000000000004 152.44 5.2177999999999995 0.18 0.03 26413.04530000001 16.487700000000004
330 732.46 21.217 0.82 9.79 98720.09090000004 43.5458 188.1 6.367399999999999 0.2 0.04 30049.948800000002 18.282899999999998 152.71 5.1991000000000005 0.12 0.03 26437.973700000006 18.0722
331 732.19 21.239300000000007 0.7 9.92 98709.60560000002 43.91960000000001 188.71 6.3255 0.27 0.08 30119.676499999998 18.7257 152.84 5.178100000000001 0.14 0.06 26394.677399999997 17.1747
332 732.35 21.240300000000005 0.76 9.82 98853.0352 42.49979999999999 189.38 6.328799999999998 0.3 0.06 30194.869599999998 18.0938 152.87 5.211199999999999 0.15 0.06 26378.535800000005 18.6345
333 734.09 21.2016 0.7 9.46 98990.77720000003 43.24029999999999 190.28 6.2451 0.19 0.05 30359.5304 17.152299999999997 153.05 5.2127 0.2 0.05 26374.097200000004 17.0325
334 734.61 21.227199999999993 0.93 9.98 98934.44989999996 43.798099999999984 190.55 6.2671 0.26 0.05 30344.678 19.4667 153.44 5.2010000000000005 0.14 0.06 26442.774499999996 18.3497
335 735.64 21.241699999999994 0.95 9.1 99052.1136 44.941900000000004 191.25 6.274099999999999 0.23 0.04 30424.704800000003 21.3383 153.33 5.174699999999999 0.1 0.05 26436.549699999996 17.666000000000004
336 736.97 21.197200000000002 0.8 9.74 99205.81639999997 42.59529999999999 192.21 6.231700000000002 0.2 0.03 30547.3887 18.366500000000002 153.35 5.1643 0.12 0.06 26450.1824 17.997700000000002
337 738.61 21.192400000000006 0.6 9.43 99328.17080000002 44.18340000000001 192.95 6.185600000000002 0.28 0.04 30651.2197 20.0179 153.43 5.1734 0.14 0.06 26441.623599999995 18.245
338 739.51 21.200699999999998 0.79 9.72 99326.67630000006 44.3405 193.41 6.195600000000001 0.2 0.05 30712.0098 19.1492 153.48 5.146600000000001 0.14 0.05 26461.347499999996 17.4211
339 741.43 21.146699999999996 0.77 10.1 99523.3723 42.2469 194.39 6.173100000000001 0.28 0.04 30890.2747 19.4118 153.47 5.124099999999999 0.1 0.03 26458.811599999997 18.213899999999995
340 741.35 21.148299999999995 0.7 10.25 99494.18930000001 42.391299999999994 194.88 6.154899999999999 0.22 0.04 31002.6181 19.592399999999994 153.95 5.085500000000001 0.19 0.04 26537.6184 16.6024
341 741.52 21.127000000000013 0.85 10.3 99607.52329999996 41.33560000000001 194.84 6.177199999999999 0.27 0.05 30994.658199999998 20.6776 154.18 5.1141000000000005 0.15 0.05 26540.747300000003 19.418500000000005
342 741.29 21.1116 0.76 10.43 99655.03510000002 41.58030000000001 195.59 6.1899000000000015 0.25 0.07 31055.055200000006 20.395699999999998 154.07 5.1605 0.16 0.02 26513.257 20.1993
343 742.37 21.098900000000008 0.7 9.45 99839.69239999999 43.2098 196.75 6.160799999999999 0.3 0.03 31194.6068 18.6966 154.24 5.1687 0.16 0.04 26523.147600000008 19.2872
344 741.9 21.134700000000013 0.76 10.0 99756.29119999995 43.672700000000006 197.71 6.153200000000002 0.29 0.07 31289.298 19.910300000000003 154.43 5.164000000000001 0.17 0.06 26482.3557 18.3721
345 741.7 21.161500000000004 0.83 10.07 99649.59280000001 43.169900000000005 198.62 6.1397 0.28 0.04 31444.088 19.209099999999996 154.56 5.1594 0.17 0.03 26496.7016 19.008499999999994
346 742.45 21.1514 0.87 10.0 99647.00819999997 42.78980000000001 199.49 6.1202 0.3 0.05 31611.385299999994 20.1757 154.66 5.152 0.12 0.02 26477.151400000002 19.682399999999998
347 742.89 21.138299999999994 0.76 9.99 99692.3253 42.460000000000015 200.35 6.135099999999999 0.19 0.07 31761.387599999995 20.0279 154.81 5.1331999999999995 0.23 0.08 26481.037700000004 17.5651
348 744.07 21.122499999999995 0.82 9.84 99836.78309999997 41.91550000000001 200.66 6.1344 0.4 0.02 31793.094200000014 17.7937 154.63 5.1597 0.18 0.02 26466.962499999994 19.307100000000002
349 744.61 21.1298 0.76 9.8 99869.24620000001 43.80669999999999 201.41 6.1298 0.34 0.01 31884.914400000005 21.12170000000001 154.85 5.1629 0.14 0.05 26461.314 19.2235
350 745.68 21.11049999999999 0.78 9.85 99860.39269999998 44.1737 201.93 6.1095 0.21 0.06 31962.772200000007 20.255399999999998 155.02 5.1356 0.18 0.03 26481.8045 18.302599999999998
351 746.17 21.096999999999998 0.84 9.77 99898.66880000001 43.3684 202.32 6.2314 0.22 0.02 31985.033800000005 20.525199999999998 155.29 5.131899999999999 0.19 0.05 26545.554 16.9957
352 747.56 21.069899999999993 0.72 9.93 100027.14129999999 43.3881 202.63 6.2192 0.19 0.04 32037.45069999999 18.271900000000002 155.12 5.1264 0.12 0.01 26496.606500000005 17.7475
353 748.11 21.05729999999999 0.79 9.77 100140.11129999999 43.9105 203.58 6.2132 0.3 0.02 32208.851300000002 19.9135 154.97 5.148000000000001 0.15 0.03 26491.243799999993 18.0965
354 747.5 21.081599999999998 0.78 10.08 100114.12459999995 42.5325 204.44 6.184200000000001 0.23 0.09 32351.100899999994 19.5607 155.1 5.134699999999999 0.16 0.06 26455.702600000004 17.528299999999998
355 747.69 21.093300000000003 0.79 9.97 100050.61039999999 44.25929999999998 204.99 6.167699999999999 0.26 0.01 32440.045199999997 20.7156 155.5 5.1212 0.13 0.03 26541.338400000004 17.9683
356 747.83 21.099700000000002 0.88 10.04 100106.02859999999 42.854199999999985 205.51 6.1606000000000005 0.23 0.0 32534.367399999992 21.149399999999996 156.02 5.1072999999999995 0.17 0.02 26640.739200000004 18.901300000000003
357 747.93 21.108999999999995 0.8 9.88 100140.78660000002 43.816799999999986 206.2 6.156799999999999 0.24 0.04 32625.105600000006 21.235699999999998 156.44 5.1283 0.14 0.02 26672.306299999993 18.741600000000002
358 749.96 21.091800000000006 0.73 9.41 100339.9252 44.1145 207.3 6.121399999999999 0.23 0.01 32826.060099999995 20.3271 156.61 5.132700000000001 0.12 0.03 26693.8024 17.8233
359 750.4 21.0585 0.82 10.15 100434.44129999999 42.47379999999999 207.59 6.094399999999999 0.25 0.04 32883.9598 19.568500000000004 156.79 5.132900000000001 0.18 0.04 26693.319799999994 19.3105
360 751.09 21.082400000000007 0.84 9.82 100380.55529999995 45.27259999999998 208.44 6.047700000000001 0.31 0.0 32998.2779 20.771400000000003 156.82 5.133800000000001 0.11 0.05 26673.142899999995 17.9655
361 753.34 21.0695 0.87 9.27 100592.51049999999 44.562599999999996 208.95 6.032999999999999 0.23 0.04 33041.45109999999 19.1848 157.24 5.117299999999999 0.1 0.02 26669.483900000007 19.518300000000004
362 754.01 21.065600000000003 0.87 9.69 100688.27149999999 43.156099999999995 209.6 6.002899999999999 0.22 0.02 33160.4045 19.349700000000002 157.58 5.1103000000000005 0.11 0.03 26724.0311 18.622899999999998
363 755.49 21.039599999999997 0.95 9.64 100913.41920000003 42.80080000000001 210.12 5.9628 0.44 0.0 33249.5625 18.983999999999998 157.76 5.1188 0.07 0.03 26796.998399999997 19.2446
364 756.35 21.0523 0.78 8.99 101103.14600000007 44.515699999999995 210.65 5.9702 0.19 0.03 33252.0043 21.219099999999997 158.21 5.1062 0.14 0.03 26856.640099999997 16.9093
365 757.3 21.0294 0.86 9.84 101279.66360000001 42.41639999999998 211.29 5.962200000000001 0.31 0.01 33342.999200000006 21.900199999999998 158.48 5.103900000000001 0.18 0.02 26920.231199999995 18.960400000000003
366 758.08 21.023299999999992 0.92 9.95 101372.4627999999 43.85609999999999 211.69 5.975999999999999 0.26 0.02 33377.8797 21.010999999999996 158.8 5.1194000000000015 0.16 0.02 26926.268099999998 19.2126
367 758.35 21.041499999999992 0.87 9.75 101345.88670000003 44.44580000000002 212.03 5.990200000000002 0.36 0.02 33388.39369999999 20.4279 159.08 5.1172 0.17 0.07 26917.9904 17.767700000000005
368 758.96 21.058500000000002 0.92 9.39 101378.33209999997 44.88549999999999 213.0 5.967700000000001 0.28 0.01 33523.4234 19.589999999999996 159.18 5.126600000000001 0.12 0.04 26939.170500000007 17.6595
369 759.98 21.06099999999999 0.94 9.69 101496.14410000002 44.42319999999999 213.76 5.9399000000000015 0.27 0.0 33661.15200000001 19.4253 159.62 5.124500000000001 0.15 0.03 26945.604900000002 18.629199999999997
370 761.05 21.066899999999983 0.87 9.44 101569.37360000004 45.19720000000001 214.6 5.931300000000001 0.33 0.02 33807.714100000005 20.607699999999994 160.36 5.082 0.11 0.01 27057.695300000003 17.972800000000003
371 762.23 21.056400000000004 0.88 9.5 101600.53789999997 45.552899999999994 214.92 5.915900000000001 0.27 0.03 33923.0546 20.258999999999997 160.52 5.072 0.13 0.03 27066.9647 17.9647
372 763.18 21.039699999999996 0.74 9.92 101651.52410000002 44.04210000000002 215.39 5.8839 0.32 0.01 34014.31349999999 19.3123 160.32 5.0845 0.17 0.01 27010.5858 17.552300000000002
373 763.52 21.036000000000005 0.69 10.42 101663.73250000004 43.01379999999999 215.68 5.8711 0.25 0.0 34059.1631 21.2896 160.21 5.101800000000001 0.2 0.0 26983.3627 18.7046
374 764.77 21.0171 0.77 9.7 101817.90650000004 43.72039999999999 216.15 5.8236 0.2 0.01 34136.0817 20.873199999999997 160.74 5.0893999999999995 0.14 0.0 27049.449399999998 18.6671
375 764.71 21.0171 0.83 10.68 101684.97339999997 43.152800000000006 216.83 5.812899999999998 0.37 0.05 34181.8933 19.919000000000004 161.58 5.057400000000001 0.1 0.03 27140.97260000001 18.666800000000002
376 766.09 21.0082 0.6 9.4 101855.36680000002 44.6245 217.42 5.8074 0.26 0.01 34292.975300000006 19.450500000000005 161.69 5.077400000000001 0.19 0.04 27122.383 19.4072
377 767.58 20.992199999999997 0.9 9.35 102038.15170000002 43.7079 217.95 5.8241000000000005 0.25 0.02 34351.9402 21.774200000000004 161.98 5.0805 0.18 0.04 27137.1707 18.3019
378 768.09 21.024699999999992 0.91 9.32 102056.68880000003 45.970400000000026 218.19 5.820999999999998 0.25 0.03 34368.2414 20.143800000000006 162.47 5.071299999999999 0.17 0.02 27166.793999999994 18.2868
379 769.15 21.022999999999993 0.91 9.25 102190.48429999994 43.81880000000001 218.55 5.834399999999999 0.34 0.01 34385.0794 22.252299999999995 163.05 5.0809999999999995 0.09 0.02 27222.317300000006 19.871699999999997
380 770.99 21.012499999999996 0.88 9.06 102348.53740000006 45.211900000000014 219.16 5.811800000000001 0.39 0.02 34498.9787 18.2009 163.71 5.081999999999999 0.14 0.02 27277.4561 18.128999999999998
381 772.37 21.010099999999998 0.77 9.1 102455.82470000003 45.56860000000003 219.63 5.8063 0.34 0.01 34548.78349999999 22.0798 163.88 5.0764000000000005 0.13 0.0 27318.2704 18.6253
382 773.29 21.021800000000002 0.73 9.21 102633.46020000003 45.80449999999998 219.92 5.806799999999999 0.42 0.01 34599.067899999995 21.3352 164.29 5.0798000000000005 0.15 0.03 27350.388000000003 18.4853
383 774.81 21.004700000000003 0.84 9.34 102766.73870000002 45.51869999999999 220.32 5.782399999999999 0.26 0.02 34710.30930000001 21.0907 164.66 5.103300000000002 0.16 0.0 27336.344399999998 20.209500000000002
384 775.38 21.019299999999994 0.87 9.05 102874.5889 45.69870000000001 221.04 5.786199999999999 0.21 0.01 34805.980899999995 22.314799999999995 165.16 5.058 0.15 0.02 27416.932900000003 18.3469
385 777.16 20.972399999999993 0.83 8.89 103127.2618 44.254400000000004 221.8 5.765599999999998 0.36 0.01 34895.40030000001 21.422400000000003 165.71 5.051800000000001 0.13 0.04 27510.371100000004 18.379299999999997
386 778.27 20.961400000000005 0.84 9.26 103341.52730000002 43.61049999999998 222.09 5.762500000000001 0.24 0.02 34961.312900000004 20.215999999999998 166.02 5.078099999999999 0.12 0.01 27553.571600000007 20.0183
387 778.88 20.9685 0.9 9.48 103404.1548 44.4996 222.37 5.761900000000001 0.26 0.06 34948.66 20.256 166.54 5.067699999999999 0.13 0.02 27628.908600000002 18.5993
388 780.33 20.9633 0.79 9.22 103549.97309999999 45.022200000000005 222.26 5.7764999999999995 0.3 0.03 34909.65909999999 20.995900000000002 166.79 5.104000000000001 0.15 0.04 27676.552600000006 19.742099999999997
389 780.92 20.964000000000002 0.92 9.51 103549.3403 44.991400000000006 222.68 5.767400000000001 0.37 0.0 34942.69380000001 20.028499999999998 167.04 5.0919 0.22 0.06 27738.7772 17.321299999999997
390 781.63 20.968200000000007 0.73 10.09 103603.21249999998 44.44180000000002 222.98 5.740000000000001 0.38 0.03 34972.863000000005 20.9287 167.31 5.0887 0.12 0.03 27814.627200000003 19.157899999999998
391 782.48 20.9468 1.0 10.13 103733.46380000001 42.09479999999999 223.55 5.725200000000001 0.32 0.01 35073.0419 20.4986 167.8 5.0317 0.16 0.05 27909.6087 17.594099999999994
392 782.85 20.955799999999996 0.83 10.02 103742.85279999998 44.3922 223.88 5.720699999999998 0.36 0.02 35142.6673 21.3629 168.27 5.043 0.17 0.03 27984.076000000005 18.685100000000002
393 783.86 20.96859999999999 0.83 9.34 103872.7907 45.9444 224.42 5.7098 0.39 0.02 35222.23990000001 21.111499999999996 168.99 5.0168 0.11 0.0 28128.26619999999 18.809199999999997
394 785.03 20.990899999999993 0.9 9.09 104005.7795 45.794399999999996 224.96 5.701999999999999 0.35 0.01 35340.42169999999 19.9087 169.26 5.023800000000001 0.15 0.01 28175.519800000005 18.349999999999994
395 786.3 20.993600000000004 0.77 9.53 104120.81689999999 45.4314 225.15 5.771499999999999 0.29 0.02 35418.423299999995 22.7212 169.73 5.023200000000002 0.15 0.03 28280.7601 18.678299999999997
