timestep benthamHalfLookaheadBinary_pop benthamHalfLookaheadBinary_mttl benthamHalfLookaheadBinary_strv benthamHalfLookaheadBinary_comd benthamHalfLookaheadBinary_welt benthamHalfLookaheadBinary_maad egoisticHalfLookaheadBinary_pop egoisticHalfLookaheadBinary_mttl egoisticHalfLookaheadBinary_strv egoisticHalfLookaheadBinary_comd egoisticHalfLookaheadBinary_welt egoisticHalfLookaheadBinary_maad rawSugarscape_pop rawSugarscape_mttl rawSugarscape_strv rawSugarscape_comd rawSugarscape_welt rawSugarscape_maad
265 656.65 21.61520000000001 0.55 7.59 97465.46310000002 47.101400000000005 115.97 8.920399999999999 0.06 0.12 19905.296099999992 13.7847 112.78 7.558699999999999 0.09 0.17 19438.8226 17.8503
266 657.7 21.6111 0.55 7.75 97577.0925 44.081299999999985 117.79 8.904099999999998 0.07 0.1 20238.01159999999 14.409500000000001 113.99 7.601899999999998 0.01 0.11 19608.597 18.706000000000003
267 659.36 21.588199999999997 0.42 7.49 97787.11439999999 44.98630000000002 119.37 8.866799999999998 0.05 0.08 20493.51 18.050600000000003 115.69 7.580499999999998 0.03 0.16 19875.469600000004 15.368200000000003
268 661.47 21.5669 0.47 7.38 98050.62469999996 46.97739999999997 121.52 8.771899999999997 0.05 0.07 20838.084299999995 18.249800000000004 117.22 7.535200000000001 0.08 0.1 20156.43420000001 17.132199999999997
269 662.06 21.573599999999992 0.56 7.98 98000.446 45.4334 123.17 8.7391 0.1 0.11 21119.2891 17.255 118.47 7.531399999999999 0.05 0.15 20369.036600000003 15.736499999999996
270 662.33 21.60369999999999 0.48 7.89 97995.96609999999 46.13319999999999 124.58 8.709299999999997 0.07 0.13 21413.642999999996 17.6409 119.61 7.443100000000002 0.05 0.19 20557.199900000003 15.716500000000002
271 664.35 21.572499999999994 0.44 7.73 98236.01689999999 45.021 126.16 8.6451 0.05 0.16 21693.304799999998 19.351899999999997 121.12 7.4404 0.03 0.11 20827.027100000003 15.897300000000003
272 664.64 21.5754 0.42 8.08 98220.47739999999 45.17580000000001 127.77 8.615700000000002 0.13 0.11 21928.583900000012 20.0081 122.4 7.404000000000001 0.09 0.06 21031.5253 17.8223
273 665.22 21.587300000000006 0.44 8.1 98254.15259999996 44.825599999999994 129.61 8.5524 0.1 0.17 22257.347900000004 15.121199999999998 123.65 7.382700000000001 0.07 0.09 21243.21520000001 18.1496
274 665.41 21.597899999999996 0.57 7.77 98196.57549999998 46.62079999999998 131.43 8.514800000000003 0.11 0.09 22572.1642 16.674599999999998 125.03 7.3214 0.03 0.08 21535.077900000004 11.935
275 665.99 21.606899999999996 0.53 7.58 98244.92820000002 45.720600000000005 133.19 8.493 0.14 0.17 22882.92 18.451800000000002 126.06 7.304399999999999 0.01 0.13 21735.291099999995 18.4543
276 666.63 21.603699999999993 0.53 7.99 98249.05770000003 45.749100000000006 134.74 8.458399999999997 0.09 0.14 23155.622899999995 19.6399 127.29 7.276 0.04 0.11 21976.6769 14.5875
277 667.41 21.598599999999998 0.62 8.52 98204.98370000001 44.30679999999998 136.29 8.455800000000002 0.09 0.12 23435.861599999993 18.0694 128.83 7.2315000000000005 0.06 0.11 22273.868599999998 13.831700000000001
278 667.88 21.594100000000015 0.52 8.36 98160.8184 43.979099999999995 138.07 8.3909 0.1 0.1 23753.3825 18.6216 130.09 7.205399999999997 0.05 0.12 22485.813200000004 15.5552
279 668.71 21.579800000000006 0.52 7.88 98319.06829999998 44.002799999999986 139.6 8.356399999999999 0.1 0.14 24015.972500000003 17.0145 131.33 7.169 0.03 0.1 22724.939200000004 17.4098
280 669.23 21.612599999999997 0.61 8.13 98261.42330000002 45.964400000000026 141.21 8.3494 0.11 0.15 24282.306900000003 22.530099999999997 132.49 7.168200000000001 0.05 0.09 22967.620600000002 18.863000000000003
281 671.23 21.571499999999997 0.62 8.17 98603.6028 42.34399999999999 142.78 8.3291 0.05 0.1 24612.018000000004 18.992000000000004 133.62 7.141800000000002 0.07 0.05 23192.395299999996 19.081200000000003
282 671.86 21.580699999999997 0.55 8.3 98701.83690000001 43.79860000000001 144.45 8.3282 0.11 0.16 24913.112899999996 17.762100000000004 134.73 7.1981 0.12 0.09 23368.499799999994 17.9237
283 672.27 21.617099999999997 0.57 7.62 98691.3517 46.843700000000005 145.95 8.312199999999999 0.08 0.13 25212.1006 20.4729 136.33 7.138600000000001 0.06 0.1 23661.1247 15.534899999999999
284 673.82 21.6057 0.68 8.09 98854.83619999999 44.835499999999996 147.43 8.300300000000004 0.11 0.14 25462.268900000003 19.8215 137.5 7.1065 0.07 0.1 23892.068499999998 15.7271
285 675.15 21.596899999999994 0.6 8.23 98964.86200000005 44.4453 148.98 8.264800000000001 0.08 0.14 25765.0273 17.4966 138.71 7.1276 0.1 0.1 24058.722 19.5747
286 675.9 21.589699999999993 0.47 8.22 99068.00819999998 44.0863 149.87 8.261100000000003 0.23 0.14 25935.6386 20.3678 140.27 7.1124 0.12 0.07 24318.514600000006 17.523699999999998
287 677.23 21.5933 0.37 8.2 99164.33970000003 45.4708 151.56 8.250000000000002 0.12 0.19 26211.8092 17.923199999999998 141.4 7.219599999999998 0.04 0.17 24575.4087 14.810699999999999
288 677.27 21.622999999999998 0.49 8.46 99009.43639999999 45.768100000000004 153.03 8.2241 0.19 0.16 26431.598599999998 18.4001 142.42 7.159200000000002 0.1 0.12 24760.738099999995 18.7158
289 677.63 21.619600000000005 0.71 8.58 98977.79179999996 44.62219999999999 154.67 8.198599999999999 0.09 0.19 26685.591999999997 21.026099999999996 143.39 7.134200000000001 0.08 0.07 24951.4237 19.203400000000002
290 676.98 21.655500000000004 0.58 8.48 98950.2506 44.415000000000006 156.39 8.169899999999998 0.07 0.15 26973.8329 18.0802 144.35 7.121500000000001 0.04 0.06 25095.057099999998 18.914
291 678.57 21.637899999999995 0.53 7.74 99114.3511 45.23729999999998 158.02 8.1103 0.13 0.14 27242.683999999997 17.9246 145.51 7.104899999999999 0.09 0.08 25247.397700000005 18.5684
292 678.33 21.6683 0.7 8.47 99088.93249999997 44.70800000000001 159.69 8.019100000000002 0.12 0.16 27505.112599999997 18.7627 146.64 7.0778 0.08 0.05 25458.606099999997 18.6359
293 678.82 21.6798 0.56 8.17 99085.6544 45.84879999999999 160.99 8.119499999999999 0.08 0.25 27714.53469999999 26.218000000000004 147.65 7.063400000000001 0.11 0.06 25685.450300000004 16.144099999999998
294 679.33 21.7106 0.65 7.83 99085.72130000003 46.6702 162.69 8.0739 0.14 0.21 28024.113599999997 20.6917 148.89 7.0199 0.1 0.09 25922.831000000002 17.836199999999998
295 681.07 21.681099999999997 0.55 7.75 99255.59629999998 44.9589 164.2 8.045 0.05 0.2 28312.665299999997 20.396600000000003 150.04 6.980300000000002 0.05 0.06 26147.465600000007 18.723499999999998
296 681.66 21.68929999999999 0.41 8.61 99224.26589999998 45.18259999999999 165.57 8.073999999999998 0.07 0.22 28589.688 20.383900000000004 151.08 6.9582999999999995 0.13 0.03 26362.110799999995 20.4469
297 683.33 21.663400000000006 0.55 8.29 99433.38100000005 44.065599999999996 166.74 8.047799999999999 0.11 0.15 28816.303099999997 20.9396 152.19 6.906400000000001 0.04 0.06 26625.2775 17.1114
298 685.17 21.6399 0.6 7.65 99588.69250000002 46.19190000000001 167.91 8.001000000000001 0.12 0.16 29012.3094 19.8342 153.13 6.868999999999997 0.13 0.1 26839.789299999997 16.1834
299 685.4 21.6357 0.53 8.87 99666.49009999997 42.82040000000001 169.23 8.0306 0.17 0.17 29251.950299999993 20.6529 154.17 6.897200000000001 0.11 0.12 27012.563599999998 19.697100000000002
300 686.11 21.629999999999995 0.53 8.79 99738.74719999998 43.6506 170.76 7.9726 0.1 0.11 29573.731599999996 19.3429 155.19 6.863 0.05 0.13 27207.022900000004 19.9738
301 686.97 21.626600000000007 0.66 8.52 99866.644 43.28940000000001 172.08 7.9346 0.11 0.16 29802.1771 21.118100000000005 156.48 6.807799999999999 0.07 0.08 27432.488999999994 18.286199999999997
302 687.27 21.61669999999999 0.6 8.76 99898.4496 43.54760000000001 173.02 7.944300000000002 0.12 0.18 29953.91520000001 22.061600000000002 157.56 6.7669999999999995 0.12 0.1 27603.781199999998 20.399
303 687.39 21.6151 0.52 8.71 99951.74649999998 43.689099999999996 174.55 7.9514999999999985 0.04 0.11 30259.955199999997 22.695 158.51 6.7659 0.08 0.12 27748.705700000002 19.7744
304 688.06 21.576800000000002 0.57 9.09 99956.71409999997 43.674 176.32 7.9339999999999975 0.16 0.08 30499.7173 21.015299999999996 159.21 6.759699999999999 0.15 0.08 27840.44580000001 20.713
305 688.78 21.569899999999997 0.54 8.62 99939.15859999998 43.836999999999996 177.79 7.8850999999999996 0.05 0.12 30784.110399999994 19.326 160.06 6.757300000000002 0.14 0.13 28005.600600000005 20.139799999999994
306 689.26 21.57420000000001 0.47 8.62 99966.7783 44.310199999999995 179.16 7.818800000000002 0.19 0.08 31051.509499999993 20.132899999999996 161.25 6.718599999999999 0.06 0.1 28224.3041 19.2773
307 689.75 21.586399999999994 0.64 8.14 100008.1723 45.078099999999985 180.32 7.772999999999999 0.14 0.09 31304.452999999998 22.2817 162.19 6.680399999999999 0.1 0.06 28363.40870000001 20.783099999999994
308 690.5 21.605200000000004 0.46 8.55 100035.26090000002 45.3292 181.71 7.744200000000002 0.14 0.12 31571.1388 23.750200000000003 163.37 6.6338 0.09 0.06 28606.942300000006 18.5815
309 691.28 21.589000000000006 0.47 8.49 100154.88789999999 44.85360000000001 183.12 7.6946 0.13 0.08 31863.081299999998 22.746699999999997 164.72 6.5971 0.1 0.1 28829.316899999998 18.814
310 691.69 21.594700000000003 0.55 8.69 100205.96220000002 45.480599999999995 184.21 7.637499999999999 0.11 0.11 32016.831700000002 21.0484 165.57 6.575500000000001 0.1 0.07 28998.030300000006 19.3598
311 692.02 21.5958 0.46 8.52 100224.23379999996 44.088199999999986 184.84 7.635400000000001 0.13 0.13 32151.174700000007 22.574700000000004 166.5 6.575999999999999 0.1 0.11 29170.735800000006 18.905199999999997
312 692.88 21.590999999999987 0.54 8.48 100254.67500000003 45.814299999999974 185.72 7.622700000000001 0.16 0.1 32365.44840000001 22.011099999999995 167.48 6.5352999999999986 0.11 0.09 29322.2524 18.579099999999997
313 693.16 21.607400000000005 0.46 8.73 100281.98049999998 44.55470000000002 187.34 7.5824 0.11 0.05 32603.609600000003 23.409499999999998 168.43 6.553399999999999 0.08 0.12 29464.583700000003 21.3461
314 693.63 21.59490000000001 0.54 8.59 100373.16820000004 44.2761 188.65 7.599200000000001 0.16 0.11 32779.67820000001 24.3288 169.48 6.516099999999999 0.08 0.05 29680.519299999996 21.1122
315 694.15 21.612 0.53 8.62 100403.88210000003 45.21979999999999 189.75 7.5499 0.2 0.05 32942.897000000004 22.763 170.26 6.500000000000001 0.07 0.09 29841.59449999999 19.7406
316 694.73 21.616900000000005 0.55 8.57 100402.65199999997 45.65650000000001 190.49 7.545199999999999 0.25 0.11 33077.729 25.1366 171.11 6.500899999999999 0.06 0.09 29979.2981 22.69760000000001
317 695.83 21.628600000000002 0.54 8.73 100364.3792 45.52009999999999 191.5 7.561000000000003 0.13 0.06 33311.329600000005 23.3335 172.08 6.458100000000001 0.2 0.06 30146.09829999999 20.531799999999997
318 696.79 21.618299999999998 0.51 8.41 100434.15519999996 44.5729 192.85 7.5339 0.14 0.06 33578.5756 23.405900000000003 172.86 6.4628 0.11 0.15 30263.3698 21.057599999999997
319 695.85 21.660300000000003 0.61 8.95 100254.8184 44.850199999999994 193.82 7.503500000000002 0.16 0.1 33774.498000000014 23.890299999999996 173.61 6.4670000000000005 0.15 0.15 30387.852600000002 20.221400000000003
320 696.33 21.64590000000001 0.52 9.1 100324.54659999996 43.567 194.92 7.469200000000001 0.21 0.04 34010.33959999999 21.361500000000007 174.26 6.443899999999998 0.16 0.08 30515.190899999998 21.252
321 696.99 21.639 0.73 8.32 100404.09610000001 45.52430000000001 196.16 7.420699999999999 0.14 0.07 34237.264800000004 22.839899999999997 175.08 6.428899999999999 0.1 0.05 30642.7148 20.776300000000003
322 698.1 21.6179 0.51 8.99 100483.82529999997 44.847799999999985 197.16 7.437100000000002 0.13 0.08 34457.4011 24.0398 175.84 6.4281 0.12 0.04 30779.359 21.201999999999998
323 698.57 21.616500000000006 0.48 8.46 100556.73829999998 46.338399999999986 197.94 7.412699999999998 0.19 0.08 34592.0867 22.3403 176.64 6.43 0.12 0.02 30919.090599999992 21.1683
324 699.11 21.61339999999999 0.51 8.54 100637.95489999998 44.7864 198.99 7.470700000000001 0.18 0.15 34769.29400000001 24.183400000000002 177.41 6.4324 0.17 0.03 31018.03809999999 20.618000000000002
325 700.21 21.6156 0.36 8.77 100762.61589999998 44.5471 200.37 7.5055 0.11 0.04 34973.0802 25.605099999999997 178.48 6.384200000000001 0.15 0.09 31185.992400000006 21.026399999999995
326 701.27 21.628600000000002 0.54 8.15 100875.64239999995 46.30899999999999 201.18 7.457499999999999 0.24 0.02 35165.67630000001 21.659699999999994 179.39 6.381799999999999 0.12 0.03 31359.73190000001 21.256500000000003
327 702.96 21.61119999999999 0.42 8.16 101014.51389999999 45.2748 201.91 7.428800000000001 0.15 0.0 35321.69829999999 25.075300000000002 180.12 6.3716 0.1 0.04 31511.051899999984 22.578900000000004
328 703.95 21.601 0.46 8.47 101020.50399999999 45.48169999999999 202.7 7.3858999999999995 0.18 0.06 35475.412099999994 23.255399999999998 180.81 6.3611 0.09 0.07 31595.073299999996 20.2983
329 705.11 21.591799999999992 0.53 8.3 101160.6423 45.6638 203.47 7.3659 0.11 0.04 35662.231499999994 23.151700000000005 181.48 6.330899999999999 0.19 0.06 31713.836499999998 20.234
330 705.44 21.575300000000006 0.48 8.64 101223.07599999996 45.0034 204.13 7.325100000000001 0.2 0.07 35818.7773 22.1829 182.33 6.345200000000001 0.14 0.07 31882.930199999995 20.586599999999997
331 706.58 21.577800000000003 0.43 8.07 101300.97840000002 46.33749999999999 204.81 7.304099999999998 0.15 0.06 35924.747200000005 23.155899999999995 182.98 6.360599999999996 0.14 0.06 31956.994700000003 22.926899999999996
332 706.89 21.563100000000006 0.53 8.8 101335.85770000001 44.670200000000015 205.53 7.270900000000001 0.18 0.05 36030.073500000006 22.417999999999996 183.72 6.353299999999999 0.19 0.03 32104.613100000006 22.6157
333 707.39 21.578200000000006 0.47 8.74 101347.311 45.27780000000003 206.42 7.2222 0.21 0.05 36189.0753 25.006500000000003 184.27 6.332999999999999 0.18 0.04 32198.416400000002 21.765600000000003
334 708.66 21.5794 0.49 8.82 101407.28989999999 45.182800000000015 207.19 7.198699999999997 0.21 0.03 36293.7651 23.5839 184.93 6.3043000000000005 0.09 0.08 32314.601500000004 20.559900000000003
335 710.71 21.5588 0.63 8.09 101544.76139999999 45.70430000000003 208.23 7.158900000000001 0.17 0.03 36527.3963 23.210899999999995 185.39 6.2917 0.08 0.04 32396.0152 22.840099999999996
336 711.26 21.566500000000005 0.56 8.45 101552.76130000001 45.61709999999999 208.63 7.1633000000000004 0.25 0.04 36627.3929 24.634700000000002 186.03 6.302200000000002 0.1 0.03 32495.279000000002 23.398400000000002
337 711.98 21.57900000000001 0.6 8.3 101602.81699999998 47.03940000000001 209.47 7.121400000000001 0.22 0.02 36753.6887 25.524300000000004 186.57 6.274400000000002 0.2 0.03 32557.655500000004 22.0889
338 713.07 21.562400000000007 0.48 8.27 101818.37960000003 44.983900000000006 210.21 7.091099999999998 0.27 0.02 36893.6047 25.710899999999995 187.27 6.2517 0.09 0.03 32695.466100000005 21.8052
339 713.45 21.5471 0.38 8.28 101942.1325 45.525099999999995 211.21 7.099499999999997 0.25 0.02 37055.2656 26.8545 188.04 6.237799999999997 0.14 0.02 32793.124500000005 23.351799999999997
340 714.16 21.538200000000007 0.54 9.11 101927.6752 43.543899999999994 211.86 7.1356 0.29 0.03 37195.96740000001 27.923799999999996 188.47 6.224800000000001 0.19 0.1 32850.13459999998 22.8654
341 714.94 21.517 0.46 8.62 102049.33189999999 44.4717 212.38 7.130300000000001 0.25 0.04 37296.48640000001 26.301899999999996 189.19 6.208299999999998 0.16 0.06 32919.337400000004 22.4438
342 715.4 21.51550000000001 0.54 8.51 102130.01150000002 44.906600000000005 213.05 7.104600000000001 0.27 0.0 37398.9432 24.619899999999998 189.88 6.180700000000001 0.2 0.08 33057.7098 21.045299999999997
343 716.35 21.516500000000004 0.52 8.44 102195.49500000004 45.172999999999995 213.83 7.089500000000002 0.16 0.0 37547.34649999999 26.1437 190.58 6.139399999999999 0.21 0.01 33126.094900000004 20.560100000000002
344 716.75 21.5117 0.46 9.18 102198.41740000006 44.20040000000001 214.46 7.0776 0.1 0.01 37640.747400000015 26.827700000000004 191.18 6.141200000000001 0.14 0.05 33234.49609999999 21.929100000000002
345 716.89 21.504800000000003 0.58 8.86 102201.72360000001 44.50160000000001 215.57 7.0415 0.18 0.02 37849.0417 24.394499999999997 191.32 6.137299999999999 0.25 0.12 33236.9149 21.7875
346 716.98 21.513199999999994 0.62 8.77 102132.84620000001 44.741700000000016 215.79 7.065100000000002 0.15 0.01 37907.5092 27.014100000000003 191.72 6.149500000000001 0.15 0.03 33298.6978 22.937200000000004
347 717.46 21.5088 0.59 8.92 102111.65940000003 45.580799999999996 216.22 7.041900000000003 0.26 0.02 38034.6133 25.003099999999996 192.64 6.1546 0.16 0.0 33435.7503 23.3025
348 717.96 21.521300000000007 0.76 8.82 102046.18729999996 45.64339999999999 217.11 7.015299999999997 0.25 0.01 38132.74059999999 21.5664 193.03 6.1366000000000005 0.16 0.04 33562.918000000005 19.784900000000004
349 719.83 21.50069999999999 0.55 8.33 102230.05049999998 45.604500000000016 218.17 6.972 0.12 0.02 38316.339100000005 25.629 193.07 6.110499999999999 0.16 0.04 33567.27100000001 22.159499999999998
350 720.98 21.478099999999994 0.42 8.41 102377.65829999995 46.4705 218.79 6.944300000000001 0.24 0.02 38483.39719999999 24.419 193.51 6.093300000000002 0.15 0.02 33630.793399999995 21.215000000000003
351 721.69 21.48619999999999 0.63 8.52 102563.41770000005 44.810599999999994 218.85 6.976699999999999 0.25 0.02 38467.136399999996 27.831599999999998 193.78 6.095399999999999 0.11 0.04 33670.2609 21.8856
352 722.68 21.457499999999996 0.57 8.42 102708.21029999999 44.7949 219.8 6.948099999999998 0.3 0.02 38665.490699999995 24.956999999999997 194.21 6.121200000000001 0.12 0.03 33726.81599999999 24.4829
353 723.68 21.4414 0.67 8.74 102765.73449999998 45.387100000000004 220.45 6.934799999999998 0.24 0.02 38779.2125 25.831300000000002 194.75 6.1073 0.09 0.04 33820.0484 24.242899999999995
354 724.05 21.4329 0.56 8.83 102790.46519999996 44.9026 221.26 6.939000000000001 0.22 0.01 38908.7548 26.707199999999993 195.2 6.138999999999999 0.09 0.07 33867.435099999995 24.817299999999996
355 724.52 21.464299999999998 0.55 8.29 102838.16129999998 47.79979999999998 222.02 6.929500000000002 0.15 0.0 39002.42739999999 28.613400000000002 195.44 6.1226 0.17 0.08 33870.16339999999 22.6563
356 725.4 21.466099999999994 0.46 8.76 102816.07 45.63400000000001 222.0 6.932800000000001 0.33 0.02 39024.05129999999 26.030699999999996 195.95 6.102799999999999 0.11 0.05 33981.08580000001 22.8688
357 725.66 21.472300000000004 0.52 8.64 102790.74539999999 45.92329999999999 222.54 6.894100000000001 0.24 0.03 39192.0746 24.943800000000007 196.68 6.0953 0.2 0.05 34088.0708 22.6047
358 725.51 21.497800000000005 0.61 8.94 102732.56399999998 44.88219999999998 223.42 6.8904 0.23 0.01 39310.6214 28.058199999999996 197.43 6.099799999999998 0.19 0.02 34173.726500000004 23.2852
359 726.33 21.502 0.48 8.58 102837.09920000001 46.047300000000014 223.59 6.917600000000004 0.2 0.04 39333.1974 25.936600000000002 198.02 6.077699999999998 0.13 0.06 34248.96430000001 23.5638
360 727.22 21.4965 0.51 8.52 102958.85820000005 45.64190000000002 223.65 6.9315999999999995 0.3 0.03 39310.801900000006 25.6056 198.42 6.1080000000000005 0.09 0.02 34277.089799999994 23.708299999999998
361 727.86 21.4902 0.54 8.72 102973.42950000001 45.88700000000001 224.03 6.941399999999999 0.28 0.02 39383.59959999999 27.506 198.22 6.110899999999998 0.2 0.04 34198.06090000001 23.6586
362 728.16 21.511799999999994 0.46 8.83 102926.71030000005 46.814699999999995 224.67 6.923799999999997 0.21 0.05 39468.97899999999 27.549500000000002 198.9 6.0594 0.16 0.01 34270.1006 22.170700000000007
363 729.74 21.511999999999997 0.74 8.15 103116.29139999994 46.10889999999999 225.33 6.9232 0.21 0.02 39546.182599999986 27.899 199.19 6.042100000000001 0.16 0.03 34320.9289 22.6897
364 731.07 21.494300000000003 0.54 8.69 103264.83119999997 44.19169999999999 225.52 6.941600000000001 0.23 0.0 39578.566399999996 27.901 199.49 6.035799999999999 0.15 0.05 34379.290100000006 24.433199999999996
365 732.08 21.485500000000002 0.49 8.25 103442.837 46.475300000000004 226.03 6.934799999999999 0.19 0.02 39627.742 26.810499999999994 199.94 6.047599999999999 0.15 0.04 34439.59829999999 23.499899999999997
366 733.07 21.473400000000005 0.6 8.36 103581.89970000004 45.7433 226.62 6.8984000000000005 0.22 0.02 39760.8356 25.309099999999997 200.01 6.0413000000000014 0.12 0.04 34443.3635 24.3492
367 734.28 21.4606 0.53 8.4 103769.69279999998 45.54349999999997 226.24 6.915599999999999 0.2 0.03 39719.7256 27.735300000000002 199.97 6.031699999999998 0.19 0.04 34415.3944 23.681599999999992
368 735.28 21.45550000000001 0.58 8.84 103898.92719999993 45.5171 227.01 6.896000000000002 0.31 0.01 39853.9442 26.1221 200.42 6.028299999999999 0.18 0.03 34457.9226 24.438000000000002
369 735.35 21.496399999999998 0.87 8.16 103831.33420000001 47.38310000000002 227.24 6.887 0.29 0.01 39901.928 26.5175 200.55 6.023800000000001 0.22 0.06 34499.1654 21.507599999999993
370 736.89 21.461399999999998 0.6 8.28 104099.92120000003 45.46979999999999 227.53 6.8923000000000005 0.33 0.0 39947.8977 25.476499999999998 200.55 6.014400000000002 0.22 0.0 34475.2992 23.7421
371 738.73 21.421100000000003 0.42 8.3 104354.08619999999 45.31790000000001 228.35 6.8725999999999985 0.25 0.0 40120.231 26.70530000000001 200.88 6.0097000000000005 0.08 0.04 34490.6734 21.974699999999995
372 738.33 21.4171 0.48 9.53 104292.11140000001 44.11530000000002 229.02 6.8872 0.3 0.02 40226.700000000004 27.369600000000005 201.32 6.008800000000001 0.1 0.08 34594.734800000006 22.653100000000006
373 739.03 21.427 0.8 8.61 104379.34819999998 45.630500000000005 229.46 6.8845 0.26 0.01 40315.23409999998 26.4527 201.55 6.0182 0.19 0.06 34602.35509999999 23.908000000000005
374 739.44 21.423000000000002 0.61 8.44 104417.2903 46.4605 229.87 6.880800000000001 0.22 0.0 40423.6564 27.013099999999994 201.77 6.034300000000002 0.25 0.05 34510.558 24.1343
375 739.66 21.456499999999995 0.53 8.63 104425.14120000001 46.306999999999974 230.21 6.899000000000001 0.22 0.03 40480.7681 26.890299999999996 202.21 6.010000000000002 0.15 0.03 34562.5871 20.493399999999998
376 740.78 21.431800000000006 0.65 8.89 104453.42400000007 45.375599999999984 230.94 6.872500000000001 0.2 0.0 40655.013600000006 27.099399999999996 202.43 6.011599999999999 0.21 0.11 34585.6088 24.335900000000002
377 741.32 21.4275 0.49 8.19 104545.3849 46.60890000000001 231.39 6.8777 0.17 0.01 40721.96850000001 28.581000000000003 203.02 5.9908 0.14 0.09 34692.19879999999 24.701899999999995
378 741.17 21.436200000000003 0.64 8.99 104454.11330000003 46.06840000000001 231.62 6.8658 0.18 0.0 40786.541700000016 27.9115 203.53 5.9905 0.14 0.05 34712.389500000005 24.2232
379 742.46 21.4207 0.61 8.16 104652.88889999999 45.73969999999999 231.93 6.8798999999999975 0.19 0.0 40807.915799999995 29.4498 203.37 5.9958 0.16 0.05 34686.6204 24.509199999999993
380 743.76 21.405999999999995 0.65 8.21 104821.25850000001 45.967200000000005 232.07 6.875099999999998 0.31 0.02 40824.67429999999 27.0387 203.68 6.061200000000001 0.21 0.08 34726.88940000001 24.708599999999997
381 744.89 21.371300000000005 0.62 8.19 105020.02909999997 45.5637 232.39 6.824899999999999 0.31 0.01 40885.054 26.7048 203.73 6.0526 0.2 0.06 34690.8908 23.702899999999996
382 745.0 21.377399999999987 0.62 8.86 105075.7095 45.26900000000003 232.79 6.8239 0.25 0.03 40960.702600000004 27.398000000000007 204.34 6.0292 0.14 0.01 34735.776300000005 23.1434
383 745.89 21.3633 0.72 8.38 105214.48449999996 46.0378 232.96 6.827000000000003 0.19 0.0 40955.801100000004 27.586600000000004 204.47 5.981099999999999 0.17 0.01 34751.89149999999 23.1712
384 746.73 21.362300000000005 0.57 8.73 105265.4791 46.7233 233.25 6.829100000000002 0.21 0.01 41013.7637 28.254200000000004 204.67 5.992700000000002 0.22 0.04 34786.875299999985 23.4925
385 748.04 21.349300000000003 0.63 8.36 105328.07870000001 47.928200000000004 233.93 6.811600000000003 0.15 0.0 41140.3286 28.303500000000003 204.64 6.0043999999999995 0.18 0.01 34791.3131 23.002999999999997
386 748.59 21.347499999999986 0.68 8.87 105358.47210000001 45.81359999999999 234.22 6.831200000000001 0.19 0.01 41117.760500000004 27.4482 205.13 5.9494 0.17 0.03 34885.8273 24.5341
387 748.35 21.339099999999995 0.72 8.66 105446.1015 45.15389999999999 234.88 6.822800000000001 0.19 0.0 41228.1266 27.3125 205.03 5.975000000000001 0.16 0.03 34887.93600000001 24.725499999999997
388 748.62 21.33839999999999 0.66 8.55 105481.9418 46.30840000000002 235.54 6.812500000000001 0.13 0.01 41337.0197 28.049900000000008 205.28 6.000199999999999 0.14 0.03 34855.5786 24.828799999999998
389 748.81 21.344800000000006 0.58 8.41 105508.93390000005 47.058099999999996 236.09 6.793300000000001 0.24 0.0 41409.4157 26.8764 205.79 5.996 0.16 0.04 34953.719699999994 24.521800000000002
390 750.24 21.3272 0.79 8.33 105679.54869999997 45.71509999999999 236.46 6.8041 0.21 0.01 41434.885700000006 28.0786 205.98 6.003100000000001 0.2 0.02 34912.20480000001 24.1853
391 751.09 21.3374 0.59 8.87 105696.77760000002 46.636100000000006 236.84 6.788100000000001 0.22 0.0 41470.15020000001 28.2802 206.3 6.003300000000001 0.11 0.03 34904.24340000001 25.1589
392 751.88 21.3372 0.6 8.36 105778.94930000007 46.6572 237.02 6.789300000000001 0.23 0.0 41468.7439 29.024900000000002 206.69 6.001300000000001 0.14 0.03 34925.62420000001 23.2321
393 753.27 21.328200000000002 0.68 8.65 105895.91979999999 46.03659999999999 237.29 6.788000000000002 0.22 0.0 41537.8633 28.6527 207.21 5.964499999999999 0.13 0.02 34973.883 24.384300000000007
394 753.7 21.338500000000003 0.64 9.01 105844.06880000001 45.32239999999999 237.16 6.806399999999999 0.24 0.0 41521.662000000004 29.2997 207.23 5.983800000000002 0.23 0.04 35014.68809999999 24.533799999999996
395 754.47 21.345200000000006 0.69 8.36 105932.80479999998 46.64199999999999 237.0 6.8088999999999995 0.31 0.01 41444.918900000004 28.255399999999998 207.79 5.967900000000002 0.16 0.01 35088.4606 23.5332
396 754.67 21.3677 0.71 8.51 105875.22679999996 47.532699999999984 237.97 6.778099999999999 0.24 0.0 41593.34819999999 28.581099999999996 207.98 5.9616 0.18 0.03 35075.22069999999 23.7476
397 756.94 21.318800000000007 0.52 8.27 106119.0415 46.424299999999995 238.13 6.7757000000000005 0.26 0.0 41570.35340000001 28.667900000000003 208.23 5.9494 0.22 0.0 35078.63000000001 23.8079
398 756.64 21.343699999999995 0.58 8.6 106130.42949999997 46.229099999999995 238.42 6.767599999999998 0.21 0.0 41602.471099999995 28.4648 208.11 5.961999999999998 0.17 0.0 35060.8734 23.853
